Inside Mgt No.,Co. code,Business pattern code,Line No.,Ref. origin type,Sales actual Mgt No.,Order Mgt No.,Sales slip No.,Ord No.,Accpt count,Receiving check No.,Chargeable supply No.,Temp. order No.,Bad disposal history slip No.,Bad disposal history correction count,Bad disposal history correction type,Exception cost history slip No.,Exception cost history correction count,Exception cost history correction type,Generation Proc type,Cust code,Cust item No.,Cust item name,Last delivery place code,Cust order No.,Plant code,Item No.,Item name,UC,UC type,Qt.,Measure unit,Amt,Sales date,Consumption tax code,Accnt interface flag,Accnt IF EXEC date,AiIF record type column value(debtor),AiIF record type column value(creditor),Ai slip type(debtor),Ai slip type(creditor),Ai issue section(debtor),Ai issue section(creditor),Ai calculation item(debtor),Ai calculation item(creditor),Ai auxiliary item(debtor),Ai auxiliary item(creditor),Ai charge division code(debtor),Ai charge division code(creditor),Ai detail summary(debtor),Ai detail summary(creditor),Ai detail outline name type,Ai consumption tax judgment type(debtor),Ai consumption tax judgment type(creditor),Accnt IF EXEC date,Including tax or Excluding tax type,Tax rates 1,Tax rates 2,Tax rates 3,Currency code,Create slip type,Slip Mgt company code,Ship returned goods flag,Gr company type,Dealings Div.,Dealings Gr type,Bad disposal type,Cost processing type,Partner code,UC Mgt company code,UC acquisition destination type,UC acquisition destination traders code,UC basic date,UC basic Qt.,Journalizing judgment type,Invoice No.,BOItype,ASIA IF EXEC date
"117434","50","A021","1","1","500000117270","50OCN0000158585","50SLD0000258133","","0","0","","","","0","0","","0","0","1","D20410","49373-25590","HOUSING BEARING SUB ASSY","ZZ","2B20030014","52","49373-25590","HOUSING BEARING SUB ASSY","364.21","2","1008","pcs","367123.68","2020/03/30","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/03/30","1008","1","9220030083","","2020/04/01"
"117435","50","A021","1","1","500000117271","50OCN0000158581","50SLD0000258134","","0","0","","","","0","0","","0","0","1","D20410","49373-25590","HOUSING BEARING SUB ASSY","ZZ","2B20030014","52","49373-25590","HOUSING BEARING SUB ASSY","364.21","2","1008","pcs","367123.68","2020/03/30","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/03/30","1008","1","9220030082","","2020/04/01"
"117436","50","A021","1","1","500000117272","50OCN0000158588","50SLD0000258135","","0","0","","","","0","0","","0","0","1","D20410","49373-25590","HOUSING BEARING SUB ASSY","ZZ","2N20030015","52","49373-25590","HOUSING BEARING SUB ASSY","364.21","2","504","pcs","183561.84","2020/03/30","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/03/30","504","1","9220030084","","2020/04/01"
"117437","50","A021","1","1","500000117273","50OCN0000158587","50SLD0000258136","","0","0","","","","0","0","","0","0","1","D20410","49373-25590","HOUSING BEARING SUB ASSY","ZZ","2N20030015","52","49373-25590","HOUSING BEARING SUB ASSY","364.21","2","504","pcs","183561.84","2020/03/30","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/03/30","504","1","9020030079","","2020/04/01"
"117438","50","A021","1","1","500000117274","50OCN0000158864","50SLD0000258137","","0","0","","","","0","0","","0","0","1","D20410","49373-25590","HOUSING BEARING SUB ASSY","ZZ","2B20030014","52","49373-25590","HOUSING BEARING SUB ASSY","364.21","2","1512","pcs","550685.52","2020/03/31","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/03/31","1512","1","9220030091","","2020/04/01"
"117439","50","A021","1","1","500000117275","50OCN0000158903","50SLD0000258138","","0","0","","","","0","0","","0","0","1","D20410","49373-25590","HOUSING BEARING SUB ASSY","ZZ","2B20030014","52","49373-25590","HOUSING BEARING SUB ASSY","364.21","2","1008","pcs","367123.68","2020/03/31","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/03/31","1008","1","9220030092","","2020/04/01"
"117440","50","A021","1","1","500000117276","50OCN0000158912","50SLD0000258139","","0","0","","","","0","0","","0","0","1","D20410","49373-25590","HOUSING BEARING SUB ASSY","ZZ","2B20030014","52","49373-25590","HOUSING BEARING SUB ASSY","364.21","2","1008","pcs","367123.68","2020/03/31","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/03/31","1008","1","9220030093","","2020/04/01"
"117441","50","A021","1","1","500000117277","50OCN0000158857","50SLD0000258140","","0","0","","","","0","0","","0","0","1","D20410","49373-25590","HOUSING BEARING SUB ASSY","ZZ","2B20030014","52","49373-25590","HOUSING BEARING SUB ASSY","364.21","2","1008","pcs","367123.68","2020/03/31","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/03/31","1008","1","9020030082","","2020/04/01"
"117442","50","A021","1","1","500000117278","50OCN0000158867","50SLD0000258141","","0","0","","","","0","0","","0","0","1","D20410","49373-25590","HOUSING BEARING SUB ASSY","ZZ","2N20030015","52","49373-25590","HOUSING BEARING SUB ASSY","364.21","2","504","pcs","183561.84","2020/03/31","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/03/31","504","1","9020030084","","2020/04/01"
"117443","50","A021","1","1","500000117279","50OCN0000158663","50SLD0000258142","","0","0","","","","0","0","","0","0","1","D20410","49373-25590","HOUSING BEARING SUB ASSY","ZZ","2B20030014","52","49373-25590","HOUSING BEARING SUB ASSY","364.21","2","504","pcs","183561.84","2020/03/31","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/03/31","504","1","9220030086","","2020/04/01"
"117444","50","A021","1","1","500000117280","50OCN0000158907","50SLD0000258143","","0","0","","","","0","0","","0","0","1","D20410","49373-25590","HOUSING BEARING SUB ASSY","ZZ","2N20030015","52","49373-25590","HOUSING BEARING SUB ASSY","364.21","2","504","pcs","183561.84","2020/03/31","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/03/31","504","1","9020030088","","2020/04/01"
"117445","50","A021","1","1","500000117281","50OCN0000158589","50SLD0000258144","","0","0","","","","0","0","","0","0","1","D20410","49373-25590","HOUSING BEARING SUB ASSY","ZZ","2N20030015","52","49373-25590","HOUSING BEARING SUB ASSY","364.21","2","504","pcs","183561.84","2020/03/31","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/03/31","504","1","9220030087","","2020/04/01"
"117446","50","A021","1","1","500000117282","50OCN0000158860","50SLD0000258145","","0","0","","","","0","0","","0","0","1","D20410","49373-25590","HOUSING BEARING SUB ASSY","ZZ","2N20030015","52","49373-25590","HOUSING BEARING SUB ASSY","364.21","2","180","pcs","65557.8","2020/03/31","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/03/31","180","1","9220030089","","2020/04/01"
"117447","50","A021","1","1","500000117283","50OCN0000158659","50SLD0000258146","","0","0","","","","0","0","","0","0","1","D20410","49373-25698","HOUSING BEARING SUB ASSY","ZZ","2B20030014","52","49373-25698","HOUSING BEARING SUB ASSY","384.98","2","756","pcs","291044.88","2020/03/30","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/03/30","756","1","9220030085","","2020/04/01"
"117448","50","A021","1","1","500000117284","50OCN0000158586","50SLD0000258147","","0","0","","","","0","0","","0","0","1","D20410","49373-25698","HOUSING BEARING SUB ASSY","ZZ","2B20030014","52","49373-25698","HOUSING BEARING SUB ASSY","384.98","2","756","pcs","291044.88","2020/03/30","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/03/30","756","1","9220030083","","2020/04/01"
"117449","50","A021","1","1","500000117285","50OCN0000158917","50SLD0000258148","","0","0","","","","0","0","","0","0","1","D20410","49373-25698","HOUSING BEARING SUB ASSY","ZZ","2B20030014","52","49373-25698","HOUSING BEARING SUB ASSY","384.98","2","756","pcs","291044.88","2020/03/31","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/03/31","756","1","9220030093","","2020/04/01"
"117450","50","A021","1","1","500000117286","50OCN0000158906","50SLD0000258149","","0","0","","","","0","0","","0","0","1","D20410","49373-25698","HOUSING BEARING SUB ASSY","ZZ","2B20030014","52","49373-25698","HOUSING BEARING SUB ASSY","384.98","2","756","pcs","291044.88","2020/03/31","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/03/31","756","1","9220030092","","2020/04/01"
"117451","50","A021","1","1","500000117287","50OCN0000158859","50SLD0000258150","","0","0","","","","0","0","","0","0","1","D20410","49373-25698","HOUSING BEARING SUB ASSY","ZZ","2B20030014","52","49373-25698","HOUSING BEARING SUB ASSY","384.98","2","756","pcs","291044.88","2020/03/31","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/03/31","756","1","9220030088","","2020/04/01"
"117452","50","A021","1","1","500000117288","50OCN0000158739","50SLD0000258151","","0","0","","","","0","0","","0","0","1","D20410","49373-25698","HOUSING BEARING SUB ASSY","ZZ","2B20030014","52","49373-25698","HOUSING BEARING SUB ASSY","384.98","2","756","pcs","291044.88","2020/03/31","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/03/31","756","1","9220030086","","2020/04/01"
"117453","50","A021","1","1","500000117289","50OCN0000158866","50SLD0000258152","","0","0","","","","0","0","","0","0","1","D20410","49373-25698","HOUSING BEARING SUB ASSY","ZZ","2B20030014","52","49373-25698","HOUSING BEARING SUB ASSY","384.98","2","756","pcs","291044.88","2020/03/31","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/03/31","756","1","9220030091","","2020/04/01"
"117454","50","A021","1","1","500000117290","50OCN0000158858","50SLD0000258153","","0","0","","","","0","0","","0","0","1","D20410","49477-25706","HOUSING BEARING SUB ASSY","ZZ","2B20030014","52","49477-25706","HOUSING BEARING SUB ASSY","416.47","2","504","pcs","209900.88","2020/03/31","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/03/31","504","1","9020030082","","2020/04/01"
"117455","50","A021","1","1","500000117291","50OCN0000158913","50SLD0000258154","","0","0","","","","0","0","","0","0","1","D20410","49477-25706","HOUSING BEARING SUB ASSY","ZZ","2B20030014","52","49477-25706","HOUSING BEARING SUB ASSY","416.47","2","168","pcs","69966.96","2020/03/31","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/03/31","168","1","9020030089","","2020/04/01"
"117456","50","A021","1","1","500000117292","50OCN0000158870","50SLD0000258155","","0","0","","","","0","0","","0","0","1","D20311","6C52618122","FORK;SHIFT(1-R)","ZZ","42199141","51","6C526-1812-2","FORK  SHIFT(1-R)","181.49","2","30","pcs","5444.7","2020/03/31","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/03/31","30","1","F320030090","","2020/04/01"
"117457","50","A021","1","1","500000117293","50OCN0000158898","50SLD0000258156","","0","0","","","","0","0","","0","0","1","D20311","6C52618142","FORK;SHIFT(2-3)","ZZ","42199142","51","6C526-1814-2","FORK  SHIFT(2-3)","170.19","2","16","pcs","2723.04","2020/03/31","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/03/31","16","1","F320030090","","2020/04/01"
"117458","50","A021","1","1","500000117358","50OCN0000155627","50SLD0000258306","","0","0","","","","0","0","","0","0","1","D20150","8979401570","PUMP ASM ; WATER;W/GASKET","ZZ","W000033923","51","897940-1570-SP","WATER PUMP ASSY","859.14","2","9","pcs","7732.26","2020/03/31","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/03/31","9","1","5020030453","","2020/04/01"
"117459","50","A021","1","1","500000117426","50OCN0000159203","50SLD0000258493","","0","0","","","","0","0","","0","0","1","D20210","MD372348V","PACKING;SEMI-CIRCULAR","ZZ","41L0B00077","51","MD372348-LP","PACKING SEMI-CIRCULAR","6.42","2","1","pcs","6.42","2020/03/31","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/03/31","1","1","F120030272","","2020/04/01"
"117460","50","A012","1","1","500000117360","50OCN0000157125","50SLD0000258308","","0","0","","","","0","0","","0","0","1","T00100","MD328078V-P10","WATER PUMP ASSY","ZZ","1101826975","51","MD328078-EP","WATER PUMP ASSY","2027","2","336","pcs","681072","2020/03/29","010","0","","","","","","","","12031101","71010000","","2","","","","","0","0","0","010","0","0","0","0","JPY","1","50","1","3","0","0","0","0","*","*","*","*","2020/04/24","336","1","E12003013","","2020/04/01"
"117461","50","A012","1","1","500000117361","50OCN0000157126","50SLD0000258309","","0","0","","","","0","0","","0","0","1","T00100","L120-01700-P10","GEAR","ZZ","1101827015","51","L120-01700-EP","GEAR","97","2","2880","pcs","279360","2020/03/29","010","0","","","","","","","","12031101","71010000","","2","","","","","0","0","0","010","0","0","0","0","JPY","1","50","1","3","0","0","0","0","*","*","*","*","2020/04/24","2880","1","E12003013","","2020/04/01"
"117462","50","A012","1","1","500000117362","50OCN0000157127","50SLD0000258310","","0","0","","","","0","0","","0","0","1","T00100","J105-19200-P10","BODY","ZZ","1101827016","51","J105-19200-EP","BODY","262","2","1800","pcs","471600","2020/03/29","010","0","","","","","","","","12031101","71010000","","2","","","","","0","0","0","010","0","0","0","0","JPY","1","50","1","3","0","0","0","0","*","*","*","*","2020/04/24","1800","1","E12003013","","2020/04/01"
"117463","50","A012","1","1","500000117363","50OCN0000157128","50SLD0000258311","","0","0","","","","0","0","","0","0","1","T00100","898145-1531-P10","OIL PUMP ASSY","ZZ","1101827017","51","898145-1531-EP","OIL PUMP ASSY","1619","2","600","pcs","971400","2020/03/29","010","0","","","","","","","","12031101","71010000","","2","","","","","0","0","0","010","0","0","0","0","JPY","1","50","1","3","0","0","0","0","*","*","*","*","2020/04/24","600","1","E12003013","","2020/04/01"
"117464","50","A012","1","1","500000117364","50OCN0000157129","50SLD0000258312","","0","0","","","","0","0","","0","0","1","T00100","898232-6241-P10","OIL PUMP ASSY","ZZ","1101827019","51","898232-6241-EP","OIL PUMP ASSY","1605","2","400","pcs","642000","2020/03/29","010","0","","","","","","","","12031101","71010000","","2","","","","","0","0","0","010","0","0","0","0","JPY","1","50","1","3","0","0","0","0","*","*","*","*","2020/04/24","400","1","E12003013","","2020/04/01"
"117465","50","A012","1","1","500000117365","50OCN0000157130","50SLD0000258313","","0","0","","","","0","0","","0","0","1","T00100","J115-12900-P10","IMPELLER","ZZ","1101827042","51","J115-12900-EP","IMPELLER","130","2","1440","pcs","187200","2020/03/29","010","0","","","","","","","","12031101","71010000","","2","","","","","0","0","0","010","0","0","0","0","JPY","1","50","1","3","0","0","0","0","*","*","*","*","2020/04/24","1440","1","E12003013","","2020/04/01"
"117466","50","A012","1","1","500000117366","50OCN0000157131","50SLD0000258374","","0","0","","","","0","0","","0","0","1","T00100","J107-10911-P10","COVER WATER PUMP","ZZ","1101827210","51","J107-10911-EP","COVER WATER PUMP","956","2","324","pcs","309744","2020/03/29","010","0","","","","","","","","12031101","71010000","","2","","","","","0","0","0","010","0","0","0","0","JPY","1","50","1","3","0","0","0","0","*","*","*","*","2020/04/24","324","1","E12003013","","2020/04/01"
"117467","50","A012","1","1","500000117367","50OCN0000157132","50SLD0000258375","","0","0","","","","0","0","","0","0","1","T00100","L105-17511-P10","CASE","ZZ","1101827213","51","L105-17511-EP","CASE","1336","2","324","pcs","432864","2020/03/29","010","0","","","","","","","","12031101","71010000","","2","","","","","0","0","0","010","0","0","0","0","JPY","1","50","1","3","0","0","0","0","*","*","*","*","2020/04/24","324","1","E12003013","","2020/04/01"
"117468","50","A012","1","1","500000117368","50OCN0000157133","50SLD0000258376","","0","0","","","","0","0","","0","0","1","T00100","J105-25100-P10","BODY","ZZ","1101827238","51","J105-25100-EP","BODY","325","2","3150","pcs","1023750","2020/03/29","010","0","","","","","","","","12031101","71010000","","2","","","","","0","0","0","010","0","0","0","0","JPY","1","50","1","3","0","0","0","0","*","*","*","*","2020/04/24","3150","1","E12003013","","2020/04/01"
"117469","50","A012","1","1","500000117369","50OCN0000157134","50SLD0000258377","","0","0","","","","0","0","","0","0","1","T00100","G167-16100-P10","SPRING: anchor","ZZ","1101827269","51","G167-16100-EP","SPRING: anchor","35","2","600","pcs","21000","2020/03/29","010","0","","","","","","","","12031101","71010000","","2","","","","","0","0","0","010","0","0","0","0","JPY","1","50","1","3","0","0","0","0","*","*","*","*","2020/04/24","600","1","E12003013","","2020/04/01"
"117470","50","A012","1","1","500000117370","50OCN0000157135","50SLD0000258378","","0","0","","","","0","0","","0","0","1","T00100","L120-12720-G10","GEAR","ZZ","1101827346","51","L120-12720-EP","GEAR","296","2","2400","pcs","710400","2020/03/29","010","0","","","","","","","","12031101","71010000","","2","","","","","0","0","0","010","0","0","0","0","JPY","1","50","1","3","0","0","0","0","*","*","*","*","2020/04/24","2400","1","E12003013","","2020/04/01"
"117471","50","A021","1","1","500000117371","50OCN0000158679","50SLD0000258379","","0","0","","","","0","0","","0","0","1","D20111","8980118901","BRACKET COMMON RAIL","ZZ","ANK3000554","51","898011-8901","BRACKET; COMMON RAIL","67.12","2","40","pcs","2684.8","2020/03/31","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/03/31","40","1","5020030441","","2020/04/01"
"117472","50","A021","1","1","500000117372","50OCN0000158685","50SLD0000258380","","0","0","","","","0","0","","0","0","1","D20111","8982432260","COVER;TIMING CHAIN;UPPER","ZZ","ANK3000560","51","898243-2260","COVER; TIMING CHAIN UPPER","115.71","2","120","pcs","13885.2","2020/03/31","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/03/31","120","1","5020030441","","2020/04/01"
"117473","50","A021","1","1","500000117373","50OCN0000158667","50SLD0000258381","","0","0","","","","0","0","","0","0","1","D20111","8983518350","PUMP ASM; OIL","ZZ","AHK3000050","51","898351-8350","OIL PUMP ASSY","903.48","2","25","pcs","22587","2020/03/31","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/03/31","25","1","5020030442","","2020/04/01"
"117474","50","A021","1","1","500000117374","50OCN0000158623","50SLD0000258382","","0","0","","","","0","0","","0","0","1","D20110","8982481601","GEAR ASM;CAMSHAF","ZZ","DFK3402871","51","898248-1601","GEAR ASM; CAMSHAFT  INLET MAIN","164.82","2","30","pcs","4944.6","2020/03/31","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/03/31","30","1","5020030439","","2020/04/01"
"117475","50","A021","1","1","500000117375","50OCN0000158626","50SLD0000258383","","0","0","","","","0","0","","0","0","1","D20110","8982481612","GEAR ASM;CAM;SUB","ZZ","DFK3402874","51","898248-1612","GEAR ASM; CAMSHAFT  INLET SUB","97.3","2","30","pcs","2919","2020/03/31","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/03/31","30","1","5020030439","","2020/04/01"
"117476","50","A021","1","1","500000117376","50OCN0000158629","50SLD0000258384","","0","0","","","","0","0","","0","0","1","D20110","8983518020","GEAR;CRANKSHAFT","ZZ","DFK3402877","51","898351-8020","GEAR;CRANK","259.98","2","15","pcs","3899.7","2020/03/31","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/03/31","15","1","5020030439","","2020/04/01"
"117477","50","A021","1","1","500000117394","50OCN0000158610","50SLD0000258402","","0","0","","","","0","0","","0","0","1","D20113","8982446280","BRACKET ASM;CAM NO.5","ZZ","DMK3800763","51","898244-6280","BRACKET ASM;CAM NO.5","122.15","2","600","pcs","73290","2020/03/31","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/03/31","600","1","5020030438","","2020/04/01"
"117478","50","A021","1","1","500000117411","50OCN0000156470","50SLD0000258419","","0","0","","","","0","0","","0","0","1","D20210","1132A117","GEAR; ASSY; IDLER LH","ZZ","33M0BC7664","51","1132A117","GEAR ASSY  IDLER LH","312.26","2","24","pcs","7494.24","2020/03/31","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/03/31","24","1","F120030268","","2020/04/01"
"117479","50","A021","1","1","500000117412","50OCN0000156512","50SLD0000258420","","0","0","","","","0","0","","0","0","1","D20210","1300A033","PUMP ASSY WATER","ZZ","33M0BC3594","51","1300A033","PUMP ASSY; WATER","755.81","2","20","pcs","15116.2","2020/03/31","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/03/31","20","1","F120030268","","2020/04/01"
"117480","50","A021","1","1","500000117413","50OCN0000156548","50SLD0000258421","","0","0","","","","0","0","","0","0","1","D20210","1300A075","PUMP ASSY WATER","ZZ","33M0BC8120","51","1300A075","PUMP ASSY;WATER","619.12","2","10","pcs","6191.2","2020/03/31","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/03/31","10","1","F120030268","","2020/04/01"
"117481","50","A021","1","1","500000117414","50OCN0000156367","50SLD0000258422","","0","0","","","","0","0","","0","0","1","D20210","1064A035X","CASE ASSY OIL PUMP","ZZ","33M0BC4797","51","1064A035","CASE ASSY  OIL PUMP","1134.17","2","20","pcs","22683.4","2020/03/31","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/03/31","20","1","F120030268","","2020/04/01"
"117482","50","A021","1","1","500000117415","50OCN0000156576","50SLD0000258423","","0","0","","","","0","0","","0","0","1","D20210","1300A126","PUMP ASSY;WATER","ZZ","33M0BC6266","51","1300A126","WATER PUMP ASSY","621.97","2","164","pcs","102003.08","2020/03/31","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/03/31","164","1","F120030269","","2020/04/01"
"117483","50","A021","1","1","500000117416","50OCN0000156605","50SLD0000258424","","0","0","","","","0","0","","0","0","1","D20210","1320A047","BRKT ASSY;COOLING","ZZ","33M0BC3861","51","1320A047","BRKT ASSY COOLING FAN","336.32","2","170","pcs","57174.4","2020/03/31","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/03/31","170","1","F120030269","","2020/04/01"
"117484","50","A021","1","1","500000117417","50OCN0000156430","50SLD0000258425","","0","0","","","","0","0","","0","0","1","D20210","1130A230","GEAR;SUPPLY PUMP","ZZ","33M0BC4444","51","1130A230","GEAR  SUPPLY PUMP","271.87","2","168","pcs","45674.16","2020/03/31","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/03/31","168","1","F120030269","","2020/04/01"
"117485","50","A021","1","1","500000117418","50OCN0000156401","50SLD0000258426","","0","0","","","","0","0","","0","0","1","D20210","1130A228","GEAR;CRANKSHAFT","ZZ","33M0BC5147","51","1130A228","GEAR  CRANKSHAFT","228.77","2","165","pcs","37747.05","2020/03/31","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/03/31","165","1","F120030269","","2020/04/01"
"117486","50","A021","1","1","500000117419","50OCN0000156309","50SLD0000258427","","0","0","","","","0","0","","0","0","1","D20210","1050B375","SLEEVE","ZZ","33M0BC4712","51","1050B375-LP","SLEEVE","45.79","2","168","pcs","7692.72","2020/03/31","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/03/31","168","1","F120030269","","2020/04/01"
"117487","50","A021","1","1","500000117420","50OCN0000156338","50SLD0000258428","","0","0","","","","0","0","","0","0","1","D20210","1060A217","CASE ASSY;TIMING CHAIN","ZZ","33M0BC3215","51","1060A217","CASE ASSY  TIMING CHAIN","1133.76","2","166","pcs","188204.16","2020/03/31","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/03/31","166","1","F120030269","","2020/04/01"
"117488","50","A021","1","1","500000117421","50OCN0000156459","50SLD0000258429","","0","0","","","","0","0","","0","0","1","D20210","1132A100","GEAR ASSY;IDLE","ZZ","33M0BC7642","51","1132A100","GEAR ASSY  IDLER","491.04","2","168","pcs","82494.72","2020/03/31","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/03/31","168","1","F120030269","","2020/04/01"
"117489","50","A021","1","1","500000117422","50OCN0000158745","50SLD0000258431","","0","0","","","","0","0","","0","0","1","D20170","10297583","CASE-SET;DIFF","ZZ","SSAWD045","51","10297583","CASE-SET;DIFF","1076.54","2","160","pcs","172246.4","2020/03/31","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/03/31","160","1","5020030445","","2020/04/01"
"117490","50","A021","1","1","500000117423","50OCN0000155518","50SLD0000258432","","0","0","","","","0","0","","0","0","1","D20210","1060A196","CASE ASSY;TIMING CHAIN","ZZ","41S0481775","51","1060A196","CASE ASSY  TIMING CHAIN","1151.98","2","1","pcs","1151.98","2020/03/31","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2020/03/31","1","1","F120030271","","2020/04/01"
